"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AIToolCurrently Using","Employment","Employed"
"308","Durban Campus","IT","I am a developer by profession","Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL","Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite","Amazon Web Services (AWS);Microsoft Azure","Angular;AngularJS;ASP.NET;ASP.NET CORE;Django;Express;jQuery;Node.js;WordPress","Information Services, IT, Software Development, or other Technology","ChatGPT;WolframAlpha","Writing code;Documenting code;Debugging and getting help","Employed, full-time","Employed"
"309","Durban Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;JavaScript;PowerShell;SQL;TypeScript","Cosmos DB;Microsoft SQL Server;MongoDB","Cloudflare;Microsoft Azure","ASP.NET;ASP.NET CORE;Node.js;React","Information Services, IT, Software Development, or other Technology","ChatGPT","Project planning;Writing code;Documenting code;Testing code","Employed, full-time;Independent contractor, freelancer, or self-employed","Employed"
"310","Nelson Mandela Bay Campus","IT","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","C;Lua;Python","MongoDB;PostgreSQL;SQLite","Amazon Web Services (AWS);Microsoft Azure","Flask","Information Services, IT, Software Development, or other Technology","WolframAlpha","Learning about a codebase;Debugging and getting help","Independent contractor, freelancer, or self-employed","Unemployed"
"311","Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);JavaScript;SQL;TypeScript","PostgreSQL;Redis","Google Cloud;Netlify;Vercel","Express;Fastify;NestJS;Node.js;Nuxt.js;React;Vue.js","Information Services, IT, Software Development, or other Technology","ChatGPT","Learning about a codebase","Employed, full-time;Independent contractor, freelancer, or self-employed","Employed"
"312","Mbombela Campus","Computer Science","I am a developer by profession","Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Raku;SQL;VBA;Visual Basic (.Net)","MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;SQLite","Google Cloud;Managed Hosting;Microsoft Azure;VMware","ASP.NET;ASP.NET CORE;Blazor;CodeIgniter;jQuery;Node.js;Spring Boot;WordPress","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","Project planning;Debugging and getting help;Testing code","Employed, full-time","Employed"
"313","Nelson Mandela Bay Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;JavaScript;Ruby;SQL","Elasticsearch;PostgreSQL;Redis","Amazon Web Services (AWS)","AngularJS;jQuery;Ruby on Rails;Spring Boot;Vue.js","Information Services, IT, Software Development, or other Technology","Bing AI","Writing code;Debugging and getting help","Employed, full-time","Employed"
"314","Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Ruby","PostgreSQL;Redis","Amazon Web Services (AWS)","Ruby on Rails","Retail and Consumer Services","ChatGPT","Learning about a codebase;Writing code","Employed, full-time","Employed"
"315","Durban Campus","IT","I am a developer by profession","Engineering manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL","Cloud Firestore;Dynamodb;Elasticsearch;Firebase Realtime Database;H2;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Heroku;OVH;VMware","Angular;ASP.NET;CodeIgniter;Django;Express;Flask;jQuery;Laravel;Next.js;Node.js;React;Ruby on Rails;Spring Boot;Symfony;Vue.js;WordPress","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT;Google Bard AI","Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code;Deployment and monitoring;Collaborating with teammates","Employed, full-time","Employed"
"316","East London Campus","IT","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Java;Python;Rust;SQL;TypeScript","MongoDB;MySQL","Amazon Web Services (AWS)","Node.js;React;Spring Boot","Information Services, IT, Software Development, or other Technology","ChatGPT;WolframAlpha","Writing code;Debugging and getting help","Employed, full-time","Employed"
"317","Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","Developer, mobile","Some college/university study without earning a degree","C#;C++;HTML/CSS;JavaScript;Python;TypeScript","MongoDB;MySQL;PostgreSQL","Cloudflare;Digital Ocean;Google Cloud;Heroku;Netlify;Vercel","Angular;ASP.NET;Express;NestJS;Next.js;Node.js;React;WordPress","Retail and Consumer Services","ChatGPT","Writing code","Employed, full-time","Employed"
"318","East London Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;Python;SQL","MongoDB;MySQL","Amazon Web Services (AWS)","Express;jQuery;Node.js;React","Financial Services","ChatGPT","Learning about a codebase;Project planning;Writing code;Debugging and getting help","Employed, full-time;Independent contractor, freelancer, or self-employed","Employed"
"319","East London Campus","Computer Science","I am a developer by profession","Engineering manager","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#","Cosmos DB;Elasticsearch;Microsoft SQL Server;SQLite","Microsoft Azure","ASP.NET CORE;Blazor","Financial Services","Bing AI;ChatGPT","Learning about a codebase;Writing code;Documenting code;Testing code;Committing and reviewing code","Employed, full-time","Employed"
"320","Durban Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;SQL","Cassandra;MongoDB;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS)","Laravel","Financial Services","ChatGPT","Learning about a codebase;Debugging and getting help;Testing code","Employed, full-time","Employed"
"321","Durban Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript","Dynamodb;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS)","Django;FastAPI;Flask;jQuery;React","Information Services, IT, Software Development, or other Technology","ChatGPT","Learning about a codebase;Writing code","Employed, full-time","Employed"
"322","Durban Campus","Computer Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;SQL;TypeScript","MongoDB;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Heroku;OVH","Angular;AngularJS;jQuery;Node.js;WordPress","Information Services, IT, Software Development, or other Technology","ChatGPT;WolframAlpha","Writing code","Employed, full-time","Employed"
"323","Pretoria Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;PHP;PowerShell;Python;SQL","MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean","ASP.NET;ASP.NET CORE;Blazor;jQuery;Laravel;WordPress","Wholesale","Bing AI;ChatGPT;Phind","Learning about a codebase;Writing code;Debugging and getting help","Employed, full-time;Independent contractor, freelancer, or self-employed","Employed"
"324","Pretoria Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;SQL;TypeScript","Microsoft SQL Server;MongoDB;MySQL;Redis","Heroku;Microsoft Azure;Netlify","Angular;ASP.NET;ASP.NET CORE;Express;jQuery;Node.js;React","Information Services, IT, Software Development, or other Technology","ChatGPT","Learning about a codebase;Writing code;Debugging and getting help;Testing code","Employed, full-time","Employed"
"325","Mbombela Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;SQL;TypeScript","PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud","Lit","Information Services, IT, Software Development, or other Technology","ChatGPT","Writing code;Documenting code","Employed, full-time","Employed"
"326","Mbombela Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C++","MongoDB","Digital Ocean;Firebase","Django;Express;Flask;Next.js;Node.js;React;Spring Boot","Financial Services","ChatGPT;Neeva AI","Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code","Employed, full-time","Employed"
"327","Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA","InfluxDB;Microsoft SQL Server;MySQL;Redis","Microsoft Azure","FastAPI;Flask;Node.js;React","Information Services, IT, Software Development, or other Technology","ChatGPT","Writing code;Documenting code","Employed, full-time","Employed"
"328","Pretoria Campus","Computer Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;HTML/CSS;JavaScript;PowerShell;Python;TypeScript","Cloud Firestore;MongoDB;MySQL;Supabase","Digital Ocean;Firebase;Heroku;Vercel","Express;Next.js;Node.js;React;Svelte","Financial Services","ChatGPT","Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code","Employed, full-time","Employed"
"329","Pretoria Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;Rust;TypeScript","Cloud Firestore;Firebase Realtime Database;Microsoft SQL Server;Redis","Amazon Web Services (AWS);Cloudflare;Firebase;Microsoft Azure","Angular;ASP.NET CORE;Node.js;React","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","Learning about a codebase;Writing code;Documenting code;Testing code","Employed, full-time","Employed"
"330","Mbombela Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);JavaScript;Lua;Python","MongoDB;SQLite","Digital Ocean","Flask;Vue.js","Financial Services","ChatGPT","Project planning;Writing code;Documenting code","Employed, full-time","Employed"
"331","Durban Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript","Microsoft SQL Server;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS)","ASP.NET;ASP.NET CORE;FastAPI;React","Financial Services","ChatGPT","Learning about a codebase;Project planning;Writing code;Debugging and getting help;Committing and reviewing code","Employed, full-time","Employed"
"332","Nelson Mandela Bay Campus","Data Science","I am a developer by profession","DevOps specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;F#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript","Cosmos DB;Microsoft SQL Server;MongoDB;MySQL;Redis","Hetzner;Microsoft Azure","Angular;ASP.NET CORE;jQuery","Information Services, IT, Software Development, or other Technology","ChatGPT","Learning about a codebase;Writing code;Documenting code","Independent contractor, freelancer, or self-employed","Unemployed"
"333","East London Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;SQL;TypeScript","Elasticsearch;Firebase Realtime Database;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Managed Hosting;Microsoft Azure","Express;Laravel;Node.js;Vue.js","Insurance","ChatGPT","Learning about a codebase;Writing code;Documenting code;Debugging and getting help","Employed, full-time","Employed"
"334","Mbombela Campus","Data Science","I am a developer by profession","Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#;HTML/CSS;TypeScript","Microsoft SQL Server;MongoDB","Microsoft Azure","Angular;ASP.NET CORE","Information Services, IT, Software Development, or other Technology","ChatGPT","Writing code","Independent contractor, freelancer, or self-employed","Unemployed"
"335","Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;TypeScript","Elasticsearch;MongoDB;PostgreSQL","Amazon Web Services (AWS);Google Cloud","FastAPI;Nuxt.js;Spring Boot;Vue.js","Retail and Consumer Services","ChatGPT","Writing code","Employed, full-time","Employed"
"336","East London Campus","Data Science","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript","Dynamodb;Elasticsearch;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS)","Django;FastAPI;Flask;React","Financial Services","Bing AI;ChatGPT;Google Bard AI","Learning about a codebase;Writing code;Debugging and getting help;Testing code","Independent contractor, freelancer, or self-employed","Unemployed"
"337","Mbombela Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;TypeScript","Elasticsearch;H2;PostgreSQL","Amazon Web Services (AWS);Google Cloud","Angular;jQuery;Spring Boot","Information Services, IT, Software Development, or other Technology","ChatGPT","Debugging and getting help","Employed, full-time","Employed"
"338","Pretoria Campus","Computer Science","I am a developer by profession","Developer, QA or test","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;Python;SQL","Elasticsearch;MongoDB;MySQL;Oracle","Amazon Web Services (AWS);Digital Ocean;Firebase","Django;FastAPI;Flask;NestJS","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","Learning about a codebase;Project planning;Writing code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring","Employed, full-time","Employed"
"339","Pretoria Campus","IT","I am a developer by profession","Academic researcher","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;Python;Rust;TypeScript","MySQL;PostgreSQL","Digital Ocean;Vercel","FastAPI;Next.js;React","Higher Education","Phind","Writing code;Debugging and getting help","Employed, full-time;Student, part-time","Employed"
